1,3188
2,2017
3,4842
4,4952
5,8902
6,7816
7,1594
8,2988
9,5431
10,11
11,2778
12,7035
13,842
14,3896
15,2289
16,8688
17,7675
18,8862
19,9385
20,9574
21,9337
22,9127
23,5760
24,9935
25,2698
26,3960
27,4625
28,8359
29,9275
30,4835
31,1525
32,6359
33,6213
34,5140
35,6441
36,7288
37,1208
38,1933
39,9895
40,7224
41,178
42,4158
43,3991
44,8033
45,3330
46,6991
47,7412
48,6226
49,4815
50,3717
51,5817
52,6838
53,665
54,8892
55,1810
56,123
57,8126
58,8691
59,3602
60,8747
61,4914
62,4033
63,8414
64,3470
65,7029
66,2764
67,1709
68,2776
69,9247
70,1823
71,8097
72,2578
73,9513
74,6700
75,6125
76,3473
77,1017
78,1218
79,211
80,9399
81,5590
82,9813
83,1716
84,9019
85,3116
86,3098
87,2468
88,1808
89,2230
90,316
91,1439
92,7626
93,9129
94,5054
95,4234
96,1821
97,4102
98,6335
99,700
100,8591
101,9922
102,4452
103,6086
104,2343
105,7282
106,1069
107,4653
108,9839
109,2497
110,4436
111,7608
112,382
113,2821
114,8321
115,8868
116,8942
117,7144
118,2562
119,8530
120,1251
121,6988
122,1283
123,3788
124,3277
125,937
126,6809
127,6267
128,1653
129,217
130,9030
131,1758
132,1855
133,9898
134,2433
135,6204
136,8826
137,8755
138,5570
139,7287
140,9153
141,5507
142,1648
143,8941
144,4501
145,6905
146,1765
147,6855
148,7382
149,71
150,6895
151,1910
152,8056
153,6698
154,8183
155,6412
156,4889
157,24
158,5588
159,6695
160,1467
161,368
162,3481
163,286
164,4082
165,2097
166,9618
167,4531
168,2250
169,3838
170,9717
171,3871
172,930
173,7654
174,8534
175,4787
176,6890
177,4086
178,955
179,2418
180,5464
181,6964
182,6159
183,9936
184,1763
185,3398
186,6175
187,5950
188,9574
189,3553
190,2915
191,1762
192,6975
193,1839
194,883
195,461
196,3110
197,9878
198,4889
199,9464
200,7672
201,1967
202,3429
203,1798
204,1221
205,8731
206,6246
207,4108
208,7712
209,1
210,482
211,526
212,6868
213,7428
214,5268
215,9232
216,8353
217,7196
218,4432
219,8421
220,6901
221,8141
222,4807
223,8108
224,9399
225,7853
226,5380
227,5098
228,3226
229,8279
230,3944
231,5310
232,3301
233,562
234,3439
235,1447
236,4860
237,4929
238,3583
239,9542
240,2542
241,6352
242,8068
243,7796
244,4292
245,8252
246,8379
247,8930
248,9657
249,2837
250,8497
251,7464
252,1164
253,7065
254,4682
255,905
256,8140
257,9868
258,2677
259,1579
260,6125
261,5721
262,3646
263,2577
264,8074
265,5928
266,8915
267,3031
268,9692
269,4436
270,2103
271,920
272,4023
273,5694
274,7128
275,3211
276,7379
277,3666
278,6271
279,7640
280,7984
281,6054
282,3255
283,5888
284,646
285,6280
286,3161
287,5797
288,8401
289,2884
290,3643
291,9854
292,4451
293,6645
294,352
295,3174
296,9913
297,229
298,3044
299,141
300,8014
301,3074
302,6443
303,9193
304,56
305,1326
306,5154
307,1524
308,8147
309,8372
310,1205
311,9618
312,2071
313,7450
314,5221
315,6818
316,4425
317,1825
318,5944
319,7090
320,1680
321,8198
322,9635
323,6415
324,8026
325,7891
326,5493
327,1064
328,2990
329,2666
330,8206
331,2319
332,8088
333,9699
334,5656
335,6984
336,3799
337,6224
338,1587
339,3412
340,5734
341,365
342,4637
343,3709
344,6130
345,4460
346,8178
347,1803
348,4002
349,8335
350,6531
351,1999
352,7392
353,5837
354,9125
355,2005
356,2541
357,3761
358,1421
359,7378
360,3004
361,4081
362,6005
363,2491
364,6862
365,6188
366,7348
367,188
368,6509
369,9376
370,3689
371,3295
372,9008
373,299
374,7862
375,5459
376,2062
377,308
378,8921
379,2461
380,6539
381,5094
382,4609
383,8816
384,1384
385,2603
386,5537
387,1230
388,1044
389,7675
390,4151
391,5615
392,7265
393,7635
394,9172
395,2637
396,6673
397,8541
398,4957
399,8
400,830
401,1257
402,6435
403,366
404,9969
405,5881
406,3327
407,8051
408,2703
409,690
410,3294
411,6239
412,7903
413,9922
414,1292
415,42
416,9309
417,6566
418,9281
419,337
420,6939
421,4127
422,2045
423,2788
424,6309
425,5000
426,6396
427,9105
428,2555
429,4369
430,6364
431,5042
432,2849
433,9384
434,1922
435,3922
436,6429
437,1727
438,4718
439,2880
440,9739
441,319
442,850
443,627
444,9382
445,1500
446,5415
447,5814
448,5726
449,5267
450,701
451,7113
452,9518
453,2497
454,5556
455,9785
456,4949
457,9011
458,3993
459,8392
460,5887
461,6476
462,8486
463,8147
464,1867
465,1697
466,2478
467,713
468,1393
469,4273
470,6027
471,6078
472,7330
473,3624
474,3429
475,7502
476,8434
477,502
478,3463
479,7826
480,9129
481,4960
482,717
483,6201
484,4522
485,1144
486,6833
487,9751
488,3739
489,6399
490,5873
491,4949
492,6711
493,6676
494,1542
495,8183
496,9324
497,9342
498,6011
499,5599
500,4192
501,3754
502,1259
503,1117
504,3460
505,100
506,4169
507,1800
508,4594
509,3533
510,4506
511,9650
512,2889
513,5233
514,7714
515,10
516,3721
517,1105
518,3901
519,6632
520,3321
521,8306
522,1911
523,7198
524,8326
525,4921
526,96
527,7116
528,5523
529,1620
530,2150
531,2987
532,1262
533,7085
534,8490
535,6846
536,5334
537,2079
538,3069
539,588
540,4901
541,3830
542,9207
543,6457
544,577
545,4815
546,7412
547,7877
548,2236
549,9260
550,4742
551,5223
552,3289
553,3651
554,1278
555,9737
556,109
557,840
558,714
559,855
560,1559
561,1837
562,2100
563,7021
564,8637
565,7635
566,9248
567,1200
568,458
569,9260
570,7963
571,2625
572,9418
573,3225
574,5626
575,5252
576,9488
577,3947
578,6576
579,1173
580,9434
581,4634
582,4545
583,9999
584,702
585,9570
586,7805
587,7221
588,8359
589,9527
590,3949
591,5428
592,4431
593,1189
594,5640
595,8786
596,7921
597,9079
598,1820
599,6253
600,2873
601,1856
602,5660
603,6735
604,5463
605,1942
606,5590
607,2977
608,3517
609,423
610,5666
611,8796
612,4428
613,4522
614,2089
615,2964
616,8882
617,9763
618,2119
619,5120
620,9766
621,7332
622,174
623,9799
624,5066
625,3197
626,8241
627,8088
628,6648
629,4810
630,6756
631,3580
632,293
633,3814
634,5596
635,1215
636,7295
637,8665
638,8302
639,8894
640,8328
641,124
642,420
643,704
644,8078
645,5005
646,8359
647,6663
648,7153
649,8706
650,359
651,4004
652,3843
653,6073
654,3107
655,5965
656,4257
657,9297
658,3674
659,3608
660,7192
661,4598
662,2502
663,709
664,3345
665,6372
666,3242
667,4399
668,6483
669,1935
670,899
671,1029
672,5286
673,8327
674,2949
675,433
676,4591
677,6648
678,1011
679,2997
680,7169
681,3566
682,9510
683,5464
684,9356
685,4013
686,1107
687,3738
688,7166
689,3993
690,2968
691,1737
692,7872
693,7524
694,3510
695,1461
696,8159
697,8110
698,4956
699,1761
700,7158
701,8014
702,9501
703,2877
704,4636
705,8370
706,3929
707,9946
708,7672
709,1208
710,4163
711,977
712,1291
713,9035
714,4983
715,45
716,242
717,9102
718,5666
719,2668
720,3752
721,1843
722,6013
723,7217
724,6901
725,5913
726,8829
727,1015
728,9599
729,7613
730,175
731,146
732,2413
733,5907
734,3360
735,1684
736,2853
737,7535
738,863
739,1270
740,4720
741,2241
742,3779
743,6743
744,1760
745,2066
746,4767
747,9003
748,9293
749,6235
750,6714
751,793
752,2082
753,3271
754,7469
755,1559
756,4610
757,1174
758,2549
759,937
760,5328
761,7260
762,1425
763,3689
764,4137
765,722
766,3675
767,8880
768,7555
769,1329
770,5301
771,4715
772,6573
773,3643
774,6769
